id,price
54524,34648.2
54525,20461.63
54526,71291.2
54527,97266.914
54528,43768.695
54529,42165.586
54530,22551.861
54531,29532.826
54532,102188.7
54533,7144.798
54534,10929.294
54535,55834.176
54536,5651.6333
54537,48167.47
54538,30762.16
54539,19993.3
54540,10258.675
54541,16825.951
54542,69379.48
54543,17707.525
54544,27006.906
54545,7671.707
54546,17526.162
54547,23287.293
54548,27828.053
54549,15928.119
54550,14905.33
54551,9150.754
54552,38532.727
54553,26415.38
54554,14138.446
54555,38020.375
54556,30714.174
54557,6467.307
54558,63792.125
54559,28035.697
54560,12499.334
54561,35549.133
54562,53284.36
54563,10997.987
54564,10814.3125
54565,16084.031
54566,13086.902
54567,64395.543
54568,30761.809
54569,14305.188
54570,55294.79
54571,59021.82
54572,55691.918
54573,24011.918
54574,48857.965
54575,38168.527
54576,8919.446
54577,43725.14
54578,16592.123
54579,44946.758
54580,7936.382
54581,10260.397
54582,48532.938
54583,45642.29
54584,57050.582
54585,34348.742
54586,26437.027
54587,48716.156
54588,38160.992
54589,26194.271
54590,48173.81
54591,15540.904
54592,19345.543
54593,51511.176
54594,87018.8
54595,31782.092
54596,19335.324
54597,48418.934
54598,30554.98
54599,81418.34
54600,11165.461
54601,53670.63
54602,52913.426
54603,63753.32
54604,44254.1
54605,14825.262
54606,9888.6455
54607,31845.744
54608,41641.29
54609,44481.15
54610,9906.958
54611,24317.75
54612,14011.292
54613,16640.455
54614,8399.566
54615,9737.741
54616,24125.977
54617,52205.523
54618,39513.71
54619,7750.133
54620,10272.175
54621,11723.14
54622,25511.436
54623,48563.402
54624,22831.084
54625,27822.031
54626,27364.766
54627,45675.992
54628,18512.023
54629,11637.434
54630,14709.525
54631,39391.094
54632,73461.26
54633,10683.959
54634,31197.701
54635,40884.508
54636,12253.461
54637,32092.912
54638,67634.97
54639,28649.898
54640,43040.637
54641,21071.105
54642,28647.41
54643,15747.836
54644,11070.207
54645,44563.01
54646,8765.727
54647,24063.107
54648,15271.686
54649,45587.438
54650,80695.42
54651,8593.346
54652,7080.1094
54653,36882.36
54654,30275.562
54655,37786.824
54656,14616.882
54657,43290.26
54658,70555.04
54659,23556.47
54660,40706.668
54661,18011.268
54662,14065.769
54663,21838.72
54664,37106.71
54665,20960.893
54666,30829.826
54667,38912.168
54668,27194.361
54669,76795.06
54670,32795.406
54671,33112.062
54672,36997.59
54673,34011.47
54674,38619.918
54675,15206.865
54676,9182.067
54677,71028.43
54678,105610.14
54679,32302.912
54680,6278.1353
54681,73145.15
54682,32651.13
54683,44900.66
54684,10543.076
54685,47379.477
54686,21031.334
54687,8465.284
54688,26318.87
54689,12170.899
54690,72281.68
54691,18884.648
54692,16438.465
54693,16624.578
54694,28820.35
54695,19619.182
54696,11937.565
54697,62199.254
54698,66320.664
54699,62367.23
54700,58160.875
54701,53482.703
54702,21574.598
54703,31917.164
54704,30980.168
54705,9228.886
54706,42917.836
54707,69064.46
54708,55914.902
54709,51468.55
54710,83058.86
54711,61124.086
54712,11537.922
54713,11757.927
54714,54287.59
54715,33047.547
54716,47811.414
54717,13674.013
54718,8200.791
54719,11530.245
54720,31364.88
54721,31440.469
54722,7353.56
54723,44462.492
54724,14047.403
54725,32760.953
54726,64030.316
54727,16460.617
54728,8282.279
54729,17303.19
54730,36247.31
54731,7976.6655
54732,31566.143
54733,16532.387
54734,16237.487
54735,26401.074
54736,12477.157
54737,12739.882
54738,42668.766
54739,11984.002
54740,14606.64
54741,23333.041
54742,8030.6226
54743,50175.652
54744,18377.354
54745,25961.318
54746,40711.758
54747,33586.156
54748,9772.414
54749,8925.574
54750,44366.508
54751,32005.924
54752,28626.107
54753,10017.669
54754,14135.615
54755,22661.99
54756,12355.22
54757,25735.148
54758,6752.512
54759,13370.866
54760,16576.402
54761,13803.516
54762,37084.418
54763,12213.269
54764,60076.793
54765,42248.062
54766,20255.885
54767,11399.946
54768,68150.3
54769,42660.59
54770,21730.21
54771,35881.7
54772,8837.57
54773,9974.134
54774,8101.1914
54775,30732.66
54776,55726.082
54777,9912.401
54778,57287.418
54779,34732.992
54780,10948.541
54781,57413.76
54782,15974.594
54783,58821.152
54784,17057.344
54785,34666.707
54786,44382.21
54787,14458.499
54788,10855.241
54789,9247.986
54790,36222.42
54791,37530.22
54792,18559.857
54793,30347.426
54794,9061.316
54795,54516.34
54796,45102.5
54797,19303.434
54798,34792.664
54799,77437.47
54800,25106.527
54801,20742.074
54802,7919.3633
54803,42522.08
54804,6795.8486
54805,21454.242
54806,30100.121
54807,10488.1
54808,42650.297
54809,51304.383
54810,47105.188
54811,9025.206
54812,15532.3545
54813,19384.475
54814,21750.965
54815,33745.92
54816,10563.326
54817,52193.383
54818,45497.05
54819,13941.848
54820,34483.67
54821,14662.509
54822,21967.54
54823,37490.547
54824,70441.28
54825,40775.867
54826,60904.2
54827,38467.996
54828,29245.656
54829,46884.06
54830,13183.471
54831,23452.418
54832,124759.63
54833,18743.568
54834,20064.871
54835,25512.238
54836,34554.55
54837,20449.613
54838,10529.862
54839,12300.727
54840,51429.984
54841,30263.986
54842,98564.78
54843,42815.387
54844,68471.14
54845,42611.1
54846,30586.143
54847,9565.484
54848,9234.652
54849,38613.29
54850,26668.578
54851,54604.688
54852,13893.044
54853,55422.55
54854,44881.695
54855,6798.415
54856,60385.883
54857,8856.123
54858,14817.261
54859,20944.729
54860,9516.73
54861,20848.71
54862,12093.922
54863,39578.43
54864,16781.975
54865,9104.08
54866,39252.453
54867,24631.164
54868,27514.92
54869,52959.57
54870,50135.516
54871,51911.566
54872,32468.855
54873,7276.502
54874,29246.018
54875,39410.332
54876,18526.895
54877,31913.176
54878,22103.441
54879,25186.508
54880,53020.668
54881,14888.296
54882,30959.111
54883,23623.127
54884,17353.559
54885,15871.954
54886,91253.375
54887,21231.59
54888,93161.07
54889,12411.742
54890,37682.32
54891,35896.934
54892,70578.59
54893,21865.186
54894,10170.661
54895,22599.336
54896,24284.424
54897,13332.248
54898,12062.948
54899,8990.569
54900,10628.838
54901,9167.201
54902,44020.617
54903,45844.883
54904,62972.844
54905,15057.591
54906,52232.67
54907,44670.492
54908,33405.574
54909,12490.933
54910,57950.71
54911,7735.9624
54912,9020.611
54913,13332.324
54914,8755.476
54915,61221.28
54916,10685.865
54917,13067.735
54918,16139.347
54919,25422.592
54920,47426.04
54921,12205.48
54922,9034.645
54923,42403.145
54924,50087.348
54925,28996.904
54926,56200.277
54927,29072.607
54928,25518.03
54929,10593.035
54930,20558.49
54931,45886.09
54932,34830.68
54933,11708.536
54934,14145.014
54935,37390.855
54936,17450.062
54937,26347.148
54938,58581.05
54939,99595.48
54940,36940.97
54941,14558.313
54942,19733.553
54943,35680.645
54944,9335.874
54945,50927.953
54946,54642.977
54947,53126.504
54948,18331.23
54949,36497.78
54950,20697.16
54951,58579.766
54952,15989.134
54953,37846.043
54954,19582.973
54955,88932.65
54956,38936.926
54957,16218.823
54958,33346.473
54959,18764.332
54960,32708.225
54961,36361.84
54962,8729.945
54963,63509.797
54964,10918.314
54965,29719.611
54966,47586.645
54967,24097.324
54968,43442.13
54969,36028.7
54970,54344.832
54971,80924.0
54972,43171.32
54973,52913.93
54974,13270.003
54975,7283.2847
54976,24130.602
54977,17760.021
54978,31188.213
54979,13002.52
54980,39724.434
54981,15139.896
54982,8334.152
54983,33816.99
54984,54773.355
54985,20800.67
54986,28311.418
54987,36810.6
54988,66738.91
54989,10432.098
54990,21278.354
54991,53711.9
54992,14759.324
54993,57988.082
54994,15504.769
54995,65705.34
54996,17942.469
54997,9147.683
54998,30345.863
54999,29596.832
55000,50630.85
55001,64762.23
55002,89402.23
55003,27811.95
55004,25279.78
55005,35610.11
55006,26990.248
55007,25222.996
55008,91649.336
55009,83526.97
55010,43416.695
55011,60910.707
55012,16405.264
55013,71405.234
55014,23367.87
55015,48461.71
55016,68468.99
55017,16085.84
55018,34442.918
55019,43315.125
55020,18562.547
55021,14073.74
55022,46751.227
55023,43481.586
55024,29582.127
55025,14974.333
55026,19094.668
55027,31153.016
55028,31132.791
55029,85632.37
55030,26407.72
55031,13182.177
55032,29018.842
55033,61145.137
55034,49442.145
55035,13332.604
55036,27916.568
55037,20155.088
55038,30078.34
55039,11917.521
55040,41353.934
55041,31241.795
55042,75841.766
55043,11033.864
55044,40793.293
55045,35764.9
55046,16451.074
55047,26241.85
55048,39430.938
55049,11810.962
55050,20927.455
55051,47612.34
55052,33839.7
55053,36538.707
55054,78781.55
55055,6057.954
55056,36528.6
55057,41279.11
55058,27093.324
55059,36198.527
55060,25328.188
55061,34109.63
55062,8610.532
55063,10159.474
55064,49597.56
55065,17956.438
55066,38945.21
55067,23877.055
55068,89254.42
55069,15620.905
55070,51797.73
55071,64524.88
55072,15968.302
55073,58377.605
55074,39551.227
55075,6971.951
55076,14666.899
55077,16127.376
55078,12355.032
55079,15049.608
55080,32573.379
55081,47470.97
55082,78679.81
55083,96136.1
55084,66070.55
55085,16206.499
55086,29527.053
55087,40815.16
55088,27434.95
55089,86066.54
55090,16519.889
55091,38540.926
55092,74628.37
55093,8192.488
55094,54449.934
55095,40843.195
55096,28709.248
55097,15526.801
55098,42953.62
55099,35187.52
55100,41908.613
55101,42443.52
55102,19736.527
55103,18336.63
55104,37322.668
55105,43770.574
55106,17041.572
55107,10715.531
55108,34753.203
55109,51940.285
55110,8615.666
55111,54035.53
55112,67323.445
55113,39748.418
55114,72144.28
55115,27480.408
55116,41463.562
55117,10297.618
55118,36115.05
55119,39094.426
55120,24631.234
55121,23267.934
55122,10805.952
55123,29878.018
55124,33323.484
55125,77473.22
55126,6893.368
55127,36253.15
55128,46632.207
55129,47199.484
55130,11915.51
55131,49702.207
55132,66433.336
55133,15635.153
55134,66329.45
55135,54628.13
55136,34028.66
55137,16103.354
55138,51775.457
55139,23303.598
55140,15041.372
55141,21012.791
55142,38382.36
55143,22971.275
55144,22330.465
55145,30377.857
55146,40967.25
55147,63447.258
55148,46252.9
55149,16848.768
55150,23584.322
55151,70113.41
55152,14384.972
55153,18961.256
55154,13538.506
55155,55735.598
55156,54169.52
55157,9187.016
55158,53848.79
55159,92595.695
55160,43175.56
55161,10981.418
55162,42781.793
55163,15648.431
55164,16741.182
55165,51433.324
55166,28457.158
55167,69246.484
55168,19640.018
55169,69318.445
55170,47269.266
55171,11109.231
55172,15543.603
55173,51768.785
55174,7617.7134
55175,30766.383
55176,21473.402
55177,36918.85
55178,73957.68
55179,35529.812
55180,19211.129
55181,11301.549
55182,21760.156
55183,52564.926
55184,9326.824
55185,19221.318
55186,12051.622
55187,20939.055
55188,18995.229
55189,42796.156
55190,13143.663
55191,76052.24
55192,47408.72
55193,8407.589
55194,15021.061
55195,43651.6
55196,24361.947
55197,49520.293
55198,11822.795
55199,67736.51
55200,62355.465
55201,8432.61
55202,12791.403
55203,52412.203
55204,29410.816
55205,56527.363
55206,47276.434
55207,22414.893
55208,42979.52
55209,46140.688
55210,34279.04
55211,34439.6
55212,20432.266
55213,10448.666
55214,39585.26
55215,33458.41
55216,65230.215
55217,58772.21
55218,14338.774
55219,37077.664
55220,12357.636
55221,13234.829
55222,15033.227
55223,14124.457
55224,21301.742
55225,16232.395
55226,34906.527
55227,21603.836
55228,22617.92
55229,10099.022
55230,88479.64
55231,34433.79
55232,19865.805
55233,29151.51
55234,34979.88
55235,25105.93
55236,60135.887
55237,35162.395
55238,22546.68
55239,27200.17
55240,70667.23
55241,6344.445
55242,50304.68
55243,90178.21
55244,13383.2295
55245,36678.004
55246,56440.85
55247,6417.3765
55248,29231.77
55249,8000.0693
55250,9922.644
55251,17613.797
55252,62438.83
55253,40300.35
55254,59035.668
55255,13258.391
55256,8058.164
55257,15189.255
55258,43063.5
55259,17947.877
55260,69821.88
55261,32838.902
55262,11481.865
55263,43890.035
55264,53248.69
55265,63582.34
55266,23301.508
55267,12747.453
55268,27500.176
55269,41092.07
55270,13411.721
55271,15858.638
55272,14690.642
55273,40207.68
55274,7192.675
55275,44400.33
55276,20877.898
55277,36211.684
55278,60639.57
55279,10420.384
55280,14228.612
55281,33182.617
55282,41863.08
55283,26337.951
55284,18169.54
55285,25996.795
55286,20369.363
55287,16066.032
55288,10901.6875
55289,29073.271
55290,40505.145
55291,17595.31
55292,14275.641
55293,51764.152
55294,45991.5
55295,18426.28
55296,13639.149
55297,45123.15
55298,62357.062
55299,27825.453
55300,18173.041
55301,13212.446
55302,20811.445
55303,79851.19
55304,22286.701
55305,33617.85
55306,39463.887
55307,18518.803
55308,6514.4893
55309,36972.832
55310,14742.092
55311,14257.096
55312,14729.458
55313,35215.15
55314,48279.273
55315,13973.101
55316,96604.65
55317,12586.703
55318,5147.9478
55319,13953.261
55320,29651.783
55321,28367.66
55322,13614.133
55323,63923.484
55324,45385.594
55325,51644.035
55326,25282.166
55327,23226.055
55328,42922.953
55329,16467.791
55330,46100.75
55331,14120.146
55332,34556.098
55333,39904.902
55334,24309.332
55335,19860.428
55336,23679.879
55337,9312.177
55338,26843.492
55339,63945.07
55340,30799.531
55341,36742.39
55342,69159.836
55343,47214.836
55344,50255.145
55345,12988.0205
55346,44615.145
55347,25380.852
55348,8753.321
55349,13777.357
55350,11676.032
55351,31375.86
55352,7815.4185
55353,18862.492
55354,39299.203
55355,40458.855
55356,26832.611
55357,46792.36
55358,14811.229
55359,16688.818
55360,12602.4375
55361,31839.549
55362,38548.31
55363,27290.67
55364,30076.648
55365,6615.367
55366,10109.4
55367,20725.762
55368,31413.584
55369,30666.553
55370,58466.688
55371,28705.854
55372,18276.54
55373,29857.338
55374,14741.6
55375,31651.117
55376,8113.7246
55377,10703.643
55378,11682.492
55379,25536.31
55380,26457.406
55381,27947.602
55382,37571.94
55383,58747.715
55384,39340.977
55385,45911.125
55386,26633.555
55387,51608.387
55388,34670.875
55389,21293.535
55390,33301.312
55391,77958.15
55392,24133.545
55393,26004.258
55394,37051.19
55395,17194.701
55396,48090.957
55397,34806.938
55398,70230.79
55399,11488.042
55400,34771.008
55401,16420.793
55402,102213.266
55403,33015.164
55404,8911.157
55405,15403.812
55406,46127.53
55407,8760.57
55408,21509.127
55409,30732.72
55410,42996.492
55411,10402.095
55412,15028.812
55413,50137.664
55414,26705.252
55415,17111.371
55416,14330.024
55417,11894.722
55418,56687.48
55419,26261.303
55420,44060.137
55421,13456.512
55422,61593.27
55423,12891.593
55424,75091.984
55425,32791.21
55426,18691.96
55427,26235.723
55428,52504.05
55429,28008.545
55430,14562.049
55431,73318.414
55432,44563.055
55433,41893.668
55434,16685.314
55435,6944.3926
55436,10851.855
55437,55986.035
55438,45934.426
55439,45487.426
55440,39737.504
55441,12439.269
55442,24218.418
55443,67495.6
55444,16537.48
55445,14541.552
55446,79411.26
55447,21211.168
55448,75766.586
55449,47824.637
55450,54109.22
55451,39345.625
55452,47245.74
55453,26047.99
55454,57451.773
55455,44986.13
55456,33740.93
55457,10994.014
55458,46056.15
55459,18792.432
55460,9586.826
55461,32899.938
55462,10120.928
55463,48950.92
55464,11403.273
55465,9755.774
55466,48461.39
55467,13337.97
55468,56025.77
55469,13283.678
55470,38043.297
55471,34586.367
55472,38159.17
55473,12416.938
55474,34363.387
55475,25424.217
55476,14041.831
55477,57098.645
55478,16779.879
55479,8864.986
55480,17599.408
55481,32263.873
55482,26792.57
55483,11093.288
55484,60276.043
55485,8551.913
55486,39266.12
55487,11582.329
55488,59544.957
55489,18903.316
55490,16629.541
55491,25437.143
55492,23694.79
55493,33186.51
55494,11318.159
55495,27214.906
55496,72527.56
55497,62514.797
55498,72075.51
55499,54359.293
55500,9847.135
55501,28142.928
55502,50528.594
55503,20333.03
55504,50021.707
55505,40956.156
55506,111131.79
55507,11916.738
55508,60581.01
55509,61830.92
55510,35588.89
55511,36288.707
55512,13696.436
55513,50613.28
55514,24926.477
55515,30592.621
55516,17879.2
55517,71349.42
55518,54103.54
55519,32675.988
55520,18711.223
55521,50097.426
55522,7894.2754
55523,11686.972
55524,58850.11
55525,8357.099
55526,30249.877
55527,14360.326
55528,9626.056
55529,12510.664
55530,10345.525
55531,34760.195
55532,49957.918
55533,10942.706
55534,45853.98
55535,13739.922
55536,10535.337
55537,46009.832
55538,26348.629
55539,24997.512
55540,10907.396
55541,33067.535
55542,5987.9985
55543,45145.273
55544,60797.25
55545,45430.977
55546,24958.305
55547,24947.783
55548,7387.158
55549,40099.734
55550,37465.027
55551,56521.215
55552,10908.176
55553,21670.568
55554,14784.133
55555,47140.426
55556,26763.867
55557,18626.352
55558,45380.832
55559,31731.299
55560,8008.925
55561,20463.389
55562,13513.534
55563,33860.94
55564,66044.66
55565,43622.14
55566,7600.094
55567,56388.93
55568,34251.004
55569,16169.049
55570,20984.533
55571,99684.62
55572,44858.63
55573,51327.676
55574,9287.777
55575,19019.916
55576,16148.568
55577,18355.406
55578,9369.688
55579,16445.004
55580,47012.56
55581,13921.839
55582,8969.407
55583,29847.486
55584,51117.574
55585,17436.438
55586,14521.499
55587,31290.1
55588,32464.525
55589,43003.586
55590,26367.709
55591,59522.92
55592,9599.231
55593,33505.38
55594,24552.924
55595,11699.863
55596,28622.424
55597,36383.59
55598,48204.6
55599,19920.31
55600,47179.14
55601,32279.354
55602,8735.158
55603,26482.373
55604,34298.953
55605,45214.17
55606,69664.71
55607,43416.117
55608,7448.9243
55609,32210.652
55610,13029.245
55611,57392.793
55612,15518.245
55613,9799.18
55614,54194.066
55615,22472.146
55616,32272.55
55617,22760.58
55618,12444.965
55619,63335.184
55620,9097.545
55621,13216.63
55622,66885.84
55623,8672.82
55624,16571.613
55625,22186.312
55626,37878.938
55627,38114.293
55628,19377.523
55629,30765.445
55630,34061.715
55631,28326.352
55632,45353.36
55633,27664.867
55634,25281.012
55635,12148.772
55636,35115.043
55637,15562.898
55638,8440.117
55639,63319.535
55640,8815.911
55641,28601.795
55642,77086.734
55643,17229.697
55644,9293.607
55645,23259.88
55646,40613.527
55647,32981.17
55648,43521.496
55649,132524.06
55650,33187.207
55651,7949.85
55652,73540.9
55653,8305.035
55654,78444.555
55655,49553.547
55656,8646.047
55657,16439.188
55658,21145.508
55659,36279.152
55660,10872.885
55661,7660.323
55662,17300.201
55663,43177.496
55664,31018.838
55665,25798.447
55666,70224.43
55667,16287.287
55668,35393.555
55669,54872.17
55670,10918.48
55671,58617.71
55672,15621.694
55673,14569.092
55674,12984.354
55675,48274.297
55676,23946.15
55677,24791.936
55678,32199.596
55679,10934.693
55680,9339.259
55681,23458.01
55682,36148.953
55683,10190.079
55684,8222.702
55685,35674.555
55686,39425.633
55687,9262.25
55688,16716.07
55689,42352.06
55690,31138.816
55691,13004.814
55692,56801.88
55693,41008.88
55694,34477.457
55695,20913.549
55696,33476.348
55697,9551.592
55698,33587.344
55699,14544.838
55700,27957.707
55701,48918.72
55702,22592.785
55703,27433.643
55704,10498.237
55705,21196.527
55706,53217.83
55707,46032.875
55708,25200.201
55709,35803.086
55710,43544.824
55711,43744.45
55712,23962.871
55713,22722.953
55714,14005.294
55715,28190.152
55716,38315.32
55717,22433.03
55718,8362.153
55719,25765.326
55720,18619.123
55721,7613.7837
55722,25286.314
55723,8666.239
55724,8842.552
55725,9454.574
55726,23513.691
55727,29773.031
55728,35275.18
55729,29331.742
55730,12031.25
55731,24627.357
55732,39541.984
55733,26946.91
55734,13165.668
55735,28299.404
55736,19771.453
55737,20179.32
55738,55517.723
55739,46133.824
55740,54953.504
55741,81693.445
55742,57176.402
55743,62998.08
55744,50735.4
55745,15201.37
55746,35895.73
55747,38828.02
55748,39550.094
55749,27622.03
55750,27700.033
55751,26107.605
55752,47185.086
55753,20502.18
55754,20631.81
55755,11162.927
55756,26663.006
55757,22100.512
55758,60468.285
55759,21793.531
55760,41912.69
55761,7012.0864
55762,35106.57
55763,34735.44
55764,11961.53
55765,9907.666
55766,8951.42
55767,37132.55
55768,57475.5
55769,69690.95
55770,46472.47
55771,47183.51
55772,39092.977
55773,24239.791
55774,25180.936
55775,24747.951
55776,26422.105
55777,31065.908
55778,25107.723
55779,9153.845
55780,17698.121
55781,47494.023
55782,22039.955
55783,25380.465
55784,54351.0
55785,14874.0625
55786,16050.764
55787,28345.863
55788,55669.88
55789,19526.504
55790,10515.743
55791,29628.486
55792,61256.496
55793,6256.0327
55794,34273.91
55795,28314.578
55796,28851.312
55797,53532.047
55798,27818.475
55799,27409.191
55800,33123.273
55801,54208.023
55802,83866.05
55803,59431.824
55804,35826.723
55805,36896.957
55806,35928.684
55807,44414.6
55808,6441.7437
55809,7531.865
55810,35782.67
55811,9714.691
55812,29760.766
55813,94478.27
55814,28423.797
55815,31566.172
55816,7568.183
55817,79470.875
55818,14765.168
55819,21530.818
55820,38483.773
55821,30438.672
55822,34162.336
55823,8892.379
55824,21549.799
55825,64566.992
55826,44942.004
55827,8446.269
55828,25266.645
55829,64187.562
55830,35126.7
55831,14017.279
55832,57876.04
55833,21572.025
55834,14305.405
55835,9411.08
55836,49795.72
55837,10028.309
55838,13583.876
55839,32096.062
55840,11064.138
55841,25960.475
55842,11106.605
55843,10898.881
55844,9312.008
55845,64188.973
55846,7525.69
55847,86630.37
55848,24299.39
55849,19532.707
55850,16412.164
55851,18919.656
55852,25184.25
55853,20190.484
55854,35432.33
55855,15133.992
55856,7841.22
55857,41463.363
55858,69749.336
55859,57162.934
55860,13570.759
55861,52356.445
55862,33368.137
55863,45035.36
55864,33331.082
55865,32134.469
55866,21952.502
55867,11652.416
55868,7064.5015
55869,10205.746
55870,33165.12
55871,14392.121
55872,10299.543
55873,31234.049
55874,11665.647
55875,21973.553
55876,32512.084
55877,41758.406
55878,10944.814
55879,18648.195
55880,12868.254
55881,27212.418
55882,48831.883
55883,57399.805
55884,29594.46
55885,14367.601
55886,75714.29
55887,66675.04
55888,32799.035
55889,20447.955
55890,10419.579
55891,34970.273
55892,66194.1
55893,22640.668
55894,5842.419
55895,10281.407
55896,17177.164
55897,86380.9
55898,10653.619
55899,56803.07
55900,10271.117
55901,26565.898
55902,19890.09
55903,42521.914
55904,16624.262
55905,13691.408
55906,10848.689
55907,13536.055
55908,24254.453
55909,26125.562
55910,10168.392
55911,26210.238
55912,32018.166
55913,58163.32
55914,6896.406
55915,32769.02
55916,20786.967
55917,14674.119
55918,34960.0
55919,19498.48
55920,22454.646
55921,10747.596
55922,14102.0205
55923,5473.683
55924,16685.555
55925,86762.336
55926,21046.121
55927,43251.965
55928,14207.717
55929,12382.114
55930,12019.552
55931,32744.432
55932,12905.197
55933,15427.789
55934,12470.056
55935,23405.764
55936,15847.662
55937,13123.51
55938,56138.25
55939,28475.998
55940,17773.084
55941,12787.514
55942,19571.191
55943,34286.594
55944,17860.438
55945,23367.8
55946,10744.143
55947,16323.098
55948,7721.347
55949,30753.271
55950,26334.863
55951,7536.6074
55952,33789.266
55953,107917.336
55954,8619.85
55955,39250.434
55956,44969.785
55957,20077.273
55958,16736.615
55959,34993.688
55960,25644.816
55961,27436.625
55962,35361.336
55963,11918.398
55964,14554.981
55965,65870.414
55966,62608.645
55967,33163.035
55968,53526.74
55969,41330.598
55970,16850.713
55971,27595.28
55972,16225.971
55973,8242.668
55974,23061.645
55975,26380.186
55976,35575.86
55977,20437.838
55978,79758.03
55979,9334.521
55980,40328.227
55981,28399.547
55982,12975.639
55983,11703.736
55984,55469.3
55985,49127.465
55986,13399.639
55987,54945.434
55988,10312.93
55989,11531.696
55990,50421.05
55991,46006.28
55992,34472.656
55993,71921.02
55994,6342.134
55995,40510.285
55996,34427.156
55997,31897.72
55998,9116.278
55999,25752.111
56000,44960.734
56001,8738.142
56002,26545.156
56003,22947.037
56004,49377.21
56005,36169.23
56006,11571.83
56007,46245.402
56008,28470.432
56009,24649.188
56010,79927.06
56011,16123.791
56012,23683.334
56013,15636.018
56014,26433.17
56015,24392.027
